fold,history_window,model,MAE,RMSE,R2,training_time,inference_time,n_train,n_test,fold_test_start,fold_test_end
2,8,Persistence (baseline),4.076923076923077,4.914656259988703,0.1727212848963875,0.0,0.0,698,26,2003-12-17,2004-06-10
2,8,XGBoost,3.8361025956960826,4.506306371671017,0.30448422506027994,0.03185545799715328,0.0003366249984537717,698,26,2003-12-17,2004-06-10
2,8,LightGBM,3.766929737299702,4.416463851110537,0.33194085256319117,0.010329959000955569,0.000316625002596993,698,26,2003-12-17,2004-06-10
3,8,Persistence (baseline),6.0,7.508968996114938,-1.0077960387694902,0.0,0.0,724,26,2004-06-17,2004-12-09
3,8,XGBoost,5.18096109536978,6.538365385230635,-0.5222898236245648,0.0315571249993809,0.00033420899853808805,724,26,2004-06-17,2004-12-09
3,8,LightGBM,4.841037231802984,6.308112723725076,-0.41696088429257294,0.010442999999213498,0.00030820800020592287,724,26,2004-06-17,2004-12-09
4,8,Persistence (baseline),3.3846153846153846,4.411523371981436,0.18649517684887462,0.0,0.0,750,26,2004-12-16,2005-06-11
4,8,XGBoost,3.2805987229714026,4.129548562354935,0.28716647178450083,0.031502542002272094,0.0003451669981586747,750,26,2004-12-16,2005-06-11
4,8,LightGBM,3.40719230132153,4.195619056923048,0.26417411408165237,0.010522000000491971,0.00031237499933922663,750,26,2004-12-16,2005-06-11
5,8,Persistence (baseline),11.615384615384615,15.369800559238536,0.8277161154456949,0.0,0.0,776,26,2005-06-18,2005-12-10
5,8,XGBoost,17.392182680276726,23.79368139933092,0.5871127468581508,0.03181787499852362,0.0003485000015643891,776,26,2005-06-18,2005-12-10
5,8,LightGBM,18.34055479901945,24.961277289001305,0.5455963608246233,0.010747750002337852,0.0003250420013500843,776,26,2005-06-18,2005-12-10
6,8,Persistence (baseline),3.1923076923076925,4.345643264767069,0.10458020621449104,0.0,0.0,802,26,2005-12-17,2006-06-11
6,8,XGBoost,3.255434173804063,4.098045612510291,0.20370842243548848,0.03308774999823072,0.00034816700281226076,802,26,2005-12-17,2006-06-11
6,8,LightGBM,3.383265503862319,4.0637282092276825,0.21698901704933504,0.010941208001895575,0.0003172090000589378,802,26,2005-12-17,2006-06-11
7,8,Persistence (baseline),5.6923076923076925,7.43691416568003,-0.41514004542013616,0.0,0.0,828,26,2006-06-18,2006-12-10
7,8,XGBoost,5.235264411339393,6.604714473690685,-0.11614849419341233,0.03354370899978676,0.00033474999872851186,828,26,2006-06-18,2006-12-10
7,8,LightGBM,4.852017094198278,6.268123966805823,-0.005284616606888726,0.010938708001049235,0.00030825000067125075,828,26,2006-06-18,2006-12-10
8,8,Persistence (baseline),5.538461538461538,6.793662204867575,-0.0057702846458851376,0.0,0.0,854,26,2006-12-17,2007-06-11
8,8,XGBoost,4.492189425688523,5.652350455020524,0.3037758811622253,0.033165000000735745,0.0003427910014579538,854,26,2006-12-17,2007-06-11
8,8,LightGBM,4.619085846068166,5.716126113272251,0.28797620727394124,0.011103875000117114,0.0003184160013915971,854,26,2006-12-17,2007-06-11
9,8,Persistence (baseline),15.576923076923077,22.691069066586866,0.6771380230267185,0.0,0.0,880,26,2007-06-18,2007-12-10
9,8,XGBoost,18.68463244804969,27.263433615796313,0.5339118212614026,0.033971582997764926,0.0003412080004636664,880,26,2007-06-18,2007-12-10
9,8,LightGBM,17.665607569908083,28.002833282993187,0.5082878542152187,0.011703250002028653,0.000328874997649109,880,26,2007-06-18,2007-12-10
0,12,Persistence (baseline),2.6538461538461537,3.621516894256413,-0.5969020172910664,0.0,0.0,646,26,2002-12-17,2003-06-11
0,12,XGBoost,2.6879768738379846,3.578053541012124,-0.5588018350555108,0.04340299999967101,0.0004162500008533243,646,26,2002-12-17,2003-06-11
0,12,LightGBM,2.698832248233128,3.4270584323032045,-0.4300138942601328,0.012390749998303363,0.0003237079981772695,646,26,2002-12-17,2003-06-11
1,12,Persistence (baseline),5.576923076923077,6.370001811375181,0.4334166442897569,0.0,0.0,672,26,2003-06-18,2003-12-10
1,12,XGBoost,6.491872530717116,7.5117533130067455,0.21210683128960717,0.042439291002665414,0.00038433300142060034,672,26,2003-06-18,2003-12-10
1,12,LightGBM,5.858170026077953,6.631604527318884,0.385924261289999,0.012150916001701262,0.0003260000012232922,672,26,2003-06-18,2003-12-10
2,12,Persistence (baseline),4.076923076923077,4.914656259988703,0.1727212848963875,0.0,0.0,698,26,2003-12-17,2004-06-10
2,12,XGBoost,3.6921437153449426,4.418590993627848,0.3312971705211972,0.04175124999892432,0.00042545799806248397,698,26,2003-12-17,2004-06-10
2,12,LightGBM,3.6473386498459197,4.328339920130569,0.3583351122360833,0.012367375002213521,0.0003299160016467795,698,26,2003-12-17,2004-06-10
3,12,Persistence (baseline),6.0,7.508968996114938,-1.0077960387694902,0.0,0.0,724,26,2004-06-17,2004-12-09
3,12,XGBoost,5.56529452250554,7.090264800165672,-0.7901271563976304,0.04182841600049869,0.00039833399932831526,724,26,2004-06-17,2004-12-09
3,12,LightGBM,5.114271380202912,6.725360846982543,-0.6106091172016967,0.01256045899935998,0.00033566599813639186,724,26,2004-06-17,2004-12-09
4,12,Persistence (baseline),3.3846153846153846,4.411523371981436,0.18649517684887462,0.0,0.0,750,26,2004-12-16,2005-06-11
4,12,XGBoost,3.524441049649165,4.305678946562511,0.22506326211790506,0.042007874999399064,0.0004020410015073139,750,26,2004-12-16,2005-06-11
4,12,LightGBM,3.423635918929205,4.19522625854181,0.2643118852583175,0.01272337500267895,0.00033487500331830233,750,26,2004-12-16,2005-06-11
5,12,Persistence (baseline),11.615384615384615,15.369800559238536,0.8277161154456949,0.0,0.0,776,26,2005-06-18,2005-12-10
5,12,XGBoost,15.534443378448486,21.999207796687823,0.6470426133991891,0.042111208000278566,0.0003929590020561591,776,26,2005-06-18,2005-12-10
5,12,LightGBM,20.83195658420967,29.66220133252397,0.3583252530828791,0.012901709000288974,0.00033979100044234656,776,26,2005-06-18,2005-12-10
6,12,Persistence (baseline),3.1923076923076925,4.345643264767069,0.10458020621449104,0.0,0.0,802,26,2005-12-17,2006-06-11
6,12,XGBoost,3.0211390807078433,3.684826932358868,0.35619738539022283,0.043550124999455875,0.00041458300256635994,802,26,2005-12-17,2006-06-11
